Genome1	Genome2	ANI
GCA_016482085.1.fasta	GCA_030254625.1.fasta	99.23972308004876
GCA_016482085.1.fasta	GCA_016481935.1.fasta	99.93126553880103
GCA_016482085.1.fasta	GCA_006381995.1.fasta	99.38091125265393
GCA_016482085.1.fasta	GCA_016804885.1.fasta	99.16798178807947
GCA_016482085.1.fasta	GCA_003185395.1.fasta	99.19475576839356
GCA_016482085.1.fasta	GCA_003185255.1.fasta	99.29334397677793
GCA_016482085.1.fasta	GCA_016126755.1.fasta	99.35661733615223
GCA_016482085.1.fasta	GCA_034043135.1.fasta	99.22408834508502
GCA_016482085.1.fasta	GCA_031853425.1.fasta	99.39476970191915
GCA_016482085.1.fasta	GCA_016482025.1.fasta	99.96924748977315
GCA_016482085.1.fasta	GCA_032688665.1.fasta	99.26894033613446
GCA_016482085.1.fasta	GCA_002767115.1.fasta	99.94781425278525
GCA_016482085.1.fasta	GCA_000189495.1.fasta	99.35096635434412
GCA_016482085.1.fasta	GCA_014397465.1.fasta	99.28272082086362
GCA_016482085.1.fasta	GCA_027749395.1.fasta	99.22508777120316
GCA_016482085.1.fasta	GCA_016804405.1.fasta	99.22784138785626
GCA_016482085.1.fasta	GCA_002976235.1.fasta	99.2035975409836
GCA_016482085.1.fasta	GCA_017795485.1.fasta	99.93990550018457
GCA_016482085.1.fasta	GCA_002768435.1.fasta	99.23566863784666
GCA_016482085.1.fasta	GCA_032464555.1.fasta	99.23763249348393
GCA_016482085.1.fasta	GCA_003383925.1.fasta	99.4075322580645
GCA_016482085.1.fasta	GCA_007833535.1.fasta	99.19775467386789
GCA_016482085.1.fasta	GCA_004166385.1.fasta	99.34117072667217
GCA_016482085.1.fasta	GCA_016805125.1.fasta	99.18778495986481
GCA_016482085.1.fasta	GCA_003185445.1.fasta	99.044911674683
GCA_016482085.1.fasta	GCA_016481805.1.fasta	99.2371283898305
GCA_016482085.1.fasta	GCA_903992185.1.fasta	99.11276751592357
GCA_016482085.1.fasta	GCA_016482355.1.fasta	99.26102070130968
GCA_016482085.1.fasta	GCA_002768045.1.fasta	99.27565010438413
GCA_016482085.1.fasta	GCA_014397325.1.fasta	99.96193402907193
GCA_016482085.1.fasta	GCA_035287425.1.fasta	99.25067869057548
GCA_016482085.1.fasta	GCA_002627685.1.fasta	97.2982894736842
GCA_016482085.1.fasta	GCA_003185605.1.fasta	99.2085973568282
GCA_016482085.1.fasta	GCA_002767125.1.fasta	99.9509092634776
GCA_016482085.1.fasta	GCA_016455165.1.fasta	99.95359556686047
GCA_016482085.1.fasta	GCA_004166535.1.fasta	99.27840884094755
GCA_016482085.1.fasta	GCA_002767625.1.fasta	99.22228030616466
GCA_016482085.1.fasta	GCA_003383805.1.fasta	99.28381737818025
GCA_016482085.1.fasta	GCA_016804945.1.fasta	99.16292926725964
GCA_016482085.1.fasta	GCF_001622945.1.fasta	99.27561054945056
GCA_016482085.1.fasta	GCA_002922705.1.fasta	99.87542987111449
GCA_016482085.1.fasta	GCA_031853445.1.fasta	99.18475673400673
GCA_016482085.1.fasta	GCA_016482325.1.fasta	99.26150296861748
GCA_016482085.1.fasta	GCA_016482145.1.fasta	99.25350360627917
GCA_016482085.1.fasta	GCA_006382595.1.fasta	99.21781653477719
GCA_016482085.1.fasta	GCA_031482595.1.fasta	99.07620240101095
GCA_016482085.1.fasta	GCA_031852785.1.fasta	99.10504951298701
GCA_016482085.1.fasta	GCA_031853595.1.fasta	99.30733076923077
GCA_016482085.1.fasta	GCA_031853225.1.fasta	99.30467699490663
GCA_016482085.1.fasta	GCA_006382455.1.fasta	99.96214274601323
GCA_016482085.1.fasta	GCA_903992395.1.fasta	99.36621972699251
GCA_016482085.1.fasta	GCA_031853485.1.fasta	99.90673169796857
GCA_016482085.1.fasta	GCA_036409815.1.fasta	99.23949413298566
GCA_016482085.1.fasta	GCA_004768965.1.fasta	94.25861764705883
GCA_016482085.1.fasta	GCA_036976695.1.fasta	99.23074581365393
GCA_016482085.1.fasta	GCA_004166495.1.fasta	99.29053738910014
GCA_016482085.1.fasta	GCA_002767815.1.fasta	99.34868879837067
GCA_016482085.1.fasta	GCA_031853325.1.fasta	99.2729409052808
GCA_016482085.1.fasta	GCA_006382405.1.fasta	99.27900682302771
GCA_016482085.1.fasta	GCA_006382205.1.fasta	99.30726949443016
GCA_016482085.1.fasta	GCA_903992445.1.fasta	99.29234889753566
GCA_016482085.1.fasta	GCA_016805155.1.fasta	99.855378552482
GCA_016482085.1.fasta	GCA_007833755.1.fasta	99.13649022055763
GCA_016482085.1.fasta	GCA_007833735.1.fasta	99.36112242374278
GCA_016482085.1.fasta	GCA_903992035.1.fasta	99.32032002617801
GCA_016482085.1.fasta	GCA_016482345.1.fasta	99.95339713007827
GCA_016482085.1.fasta	GCA_007050575.1.fasta	99.32474543874892
GCA_016482085.1.fasta	GCA_007050485.1.fasta	99.13173551324503
GCA_016482085.1.fasta	GCA_016482155.1.fasta	99.92972498146774
GCA_016482085.1.fasta	GCA_032603275.1.fasta	99.35859916666668
GCA_016482085.1.fasta	GCA_006383085.1.fasta	99.37909847494554
GCA_016482085.1.fasta	GCA_016455025.1.fasta	99.31017685025819
GCA_016482085.1.fasta	GCA_031853825.1.fasta	99.11046585767174
GCA_016482085.1.fasta	GCA_004166855.1.fasta	99.88750057537399
GCA_016482085.1.fasta	GCA_007833715.1.fasta	99.25850576131687
GCA_016482085.1.fasta	GCA_036977155.1.fasta	99.31754010238907
GCA_016482085.1.fasta	GCA_031479215.1.fasta	99.3845713016437
GCA_016482085.1.fasta	GCA_031854085.1.fasta	99.19532198077727
GCA_016482085.1.fasta	GCA_004166445.1.fasta	99.84501110260337
GCA_016482085.1.fasta	GCA_032603495.1.fasta	99.36220648464163
GCA_016482085.1.fasta	GCA_007833695.1.fasta	99.19248919135309
GCA_016482085.1.fasta	GCA_032603435.1.fasta	99.37202026450512
GCA_016482085.1.fasta	GCA_004794835.1.fasta	99.25744931449938
GCA_016482085.1.fasta	GCA_031477395.1.fasta	99.10434735526864
GCA_016482085.1.fasta	GCA_002768345.1.fasta	99.29089772256728
GCA_016482085.1.fasta	GCA_016804625.1.fasta	99.25045835051547
GCA_016482085.1.fasta	GCA_029983135.1.fasta	99.11775691411935
GCA_016482085.1.fasta	GCA_031853745.1.fasta	99.29865300429185
GCA_016482085.1.fasta	GCA_038928275.1.fasta	98.85158136215334
GCA_016482085.1.fasta	GCA_016481865.1.fasta	99.20687813021702
GCA_016482085.1.fasta	GCA_009184805.1.fasta	99.40600788054749
GCA_016482085.1.fasta	GCA_006381905.1.fasta	99.26514028475711
GCA_016482085.1.fasta	GCA_004166555.1.fasta	99.87076256233219
GCA_016482085.1.fasta	GCA_031853985.1.fasta	99.28703728448276
GCA_016482085.1.fasta	GCA_004166335.1.fasta	99.12848816568047
GCA_016482085.1.fasta	GCA_016482585.1.fasta	99.93464458503908
GCA_016482085.1.fasta	GCA_003383905.1.fasta	99.42794947145877
GCA_016482085.1.fasta	GCA_002767795.1.fasta	99.19118844735763
GCA_016482085.1.fasta	GCA_002768035.1.fasta	99.95250586454786
GCA_016482085.1.fasta	GCA_003337115.1.fasta	99.28059094790778
GCA_016482085.1.fasta	GCA_031852865.1.fasta	99.0405912715065
GCA_016482085.1.fasta	GCA_031852725.1.fasta	99.1754906677727
GCA_016482085.1.fasta	GCA_002976255.1.fasta	99.2603525402726
GCA_016482085.1.fasta	GCA_004307395.1.fasta	99.32076309121621
GCA_016482085.1.fasta	GCA_036409655.1.fasta	99.08582350371341
GCA_016482085.1.fasta	GCA_009184785.1.fasta	99.40655823627289
GCA_016482085.1.fasta	GCA_032688705.1.fasta	99.26274885081487
GCA_016482085.1.fasta	GCA_034042855.1.fasta	99.34270849504097
GCA_016482085.1.fasta	GCA_020861505.1.fasta	99.84581506047601
GCA_016482085.1.fasta	GCA_004166765.1.fasta	99.40256593868124
GCA_016482085.1.fasta	GCA_031853665.1.fasta	99.38583738074588
GCA_016482085.1.fasta	GCA_035287705.1.fasta	99.92366666666666
GCA_016482085.1.fasta	GCA_016482525.1.fasta	99.30517337715695
GCA_016482085.1.fasta	GCA_031473175.1.fasta	99.27530930619028
GCA_016482085.1.fasta	GCA_016482135.1.fasta	99.14604564489112
GCA_016482085.1.fasta	GCF_001792775.1.fasta	99.30302339688042
GCA_016482085.1.fasta	GCA_036409945.1.fasta	99.23937284853702
GCA_016482085.1.fasta	GCA_002767245.1.fasta	99.3701630388391
GCA_016482085.1.fasta	GCA_032603195.1.fasta	99.26831176222596
GCA_016482085.1.fasta	GCA_002362305.1.fasta	99.1944910130719
GCA_016482085.1.fasta	GCA_012275735.1.fasta	99.24069651639344
GCA_016482085.1.fasta	GCA_006383115.1.fasta	99.28321999180663
GCA_016482085.1.fasta	GCA_003383735.1.fasta	99.32724309749784
GCA_016482085.1.fasta	GCA_002767695.1.fasta	99.35291259195154
GCA_016482085.1.fasta	GCA_036977115.1.fasta	99.98688153846153
GCA_016482085.1.fasta	GCA_014397405.1.fasta	99.16261303979678
GCA_016482085.1.fasta	GCA_014397565.1.fasta	99.1961511627907
GCA_016482085.1.fasta	GCA_003185325.1.fasta	99.19957697283311
GCA_016482085.1.fasta	GCA_903992455.1.fasta	99.25428424657534
GCA_016482085.1.fasta	GCA_003383635.1.fasta	99.27711536842105
GCA_016482085.1.fasta	GCA_031852965.1.fasta	99.19628170782754
GCA_016482085.1.fasta	GCA_016454965.1.fasta	99.30905806451614
GCA_016482085.1.fasta	GCA_034019295.1.fasta	99.22393119266056
GCA_016482085.1.fasta	GCA_016482235.1.fasta	99.23753355564818
GCA_016482085.1.fasta	GCA_032602945.1.fasta	99.20095877988459
GCA_016482085.1.fasta	GCA_031852845.1.fasta	99.30872089041097
GCA_016482085.1.fasta	GCA_031852875.1.fasta	99.34492031786941
GCA_016482085.1.fasta	GCA_009877245.1.fasta	99.91955677799606
GCA_016482085.1.fasta	GCA_016126735.1.fasta	99.15326590330788
GCA_016482085.1.fasta	GCA_002366445.1.fasta	99.41981173490925
GCA_016482085.1.fasta	GCA_034018275.1.fasta	99.23640753424657
GCA_016482085.1.fasta	GCA_004166835.1.fasta	99.8385158490566
GCA_016482085.1.fasta	GCA_903992205.1.fasta	99.09133319130805
GCA_016482085.1.fasta	GCF_001685665.2.fasta	99.19775630947456
GCA_016482085.1.fasta	GCA_031853765.1.fasta	99.22898934810395
GCA_016482085.1.fasta	GCA_031853965.1.fasta	99.21535240323267
GCA_016482085.1.fasta	GCA_031853805.1.fasta	99.10104271047227
GCA_016482085.1.fasta	GCA_002847225.1.fasta	99.2314954238921
GCA_016482085.1.fasta	GCA_031852745.1.fasta	99.26712229617306
GCA_016482085.1.fasta	GCA_036409825.1.fasta	99.2321203821656
GCA_016482085.1.fasta	GCA_035287485.1.fasta	99.2118462356444
GCA_016482085.1.fasta	GCA_016482245.1.fasta	99.24553440951573
GCA_016482085.1.fasta	GCA_002767915.1.fasta	99.96321928838951
GCA_016482085.1.fasta	GCA_901542585.1.fasta	99.20617915106116
GCA_016482085.1.fasta	GCA_903992345.1.fasta	99.33996131202692
GCA_016482085.1.fasta	GCA_016805105.1.fasta	99.2305110384301
GCA_016482085.1.fasta	GCA_003185145.1.fasta	99.868033347228
GCA_016482085.1.fasta	GCA_016804505.1.fasta	99.15815332771693
GCA_016482085.1.fasta	GCA_002767575.1.fasta	99.97765327210104
GCA_016482085.1.fasta	GCA_027749025.1.fasta	99.15506868600683
GCA_016482085.1.fasta	GCA_036976965.1.fasta	99.93881957186545
GCA_016482085.1.fasta	GCA_016804685.1.fasta	99.38210504376823
GCA_016482085.1.fasta	GCA_036409545.1.fasta	99.27233198294243
GCA_016482085.1.fasta	GCA_032602915.1.fasta	99.22500618073316
GCA_016482085.1.fasta	GCA_903992175.1.fasta	99.0721417238422
GCA_016482085.1.fasta	GCA_030263975.1.fasta	99.1950183080808
GCA_016482085.1.fasta	GCA_016804785.1.fasta	99.15429201680672
GCA_016482085.1.fasta	GCA_032603415.1.fasta	99.16018451882846
GCA_016482085.1.fasta	GCA_000390045.1.fasta	99.0105613963039
GCA_016482085.1.fasta	GCA_903992295.1.fasta	99.20999109414758
GCA_016482085.1.fasta	GCA_006382275.1.fasta	99.29832132383746
GCA_016482085.1.fasta	GCA_031853125.1.fasta	99.1199180698152
GCA_016482085.1.fasta	GCA_002767615.1.fasta	99.28239826302729
GCA_016482085.1.fasta	GCA_022544835.1.fasta	99.92116227255849
GCA_016482085.1.fasta	GCA_016481855.1.fasta	99.71810625470987
GCA_016482085.1.fasta	GCA_002768475.1.fasta	99.9358888888889
GCA_016482085.1.fasta	GCA_031854135.1.fasta	99.34977797051171
GCA_016482085.1.fasta	GCF_001682435.2.fasta	99.91794241037375
GCA_016482085.1.fasta	GCA_032603355.1.fasta	99.07696086956523
GCA_016482085.1.fasta	GCF_001682335.1.fasta	99.11005998356615
GCA_016482085.1.fasta	GCA_016804565.1.fasta	99.27188293310462
GCA_016482085.1.fasta	GCA_014397615.1.fasta	99.22990512820513
GCA_016482085.1.fasta	GCA_003185555.1.fasta	99.18890167453843
GCA_016482085.1.fasta	GCA_003185455.1.fasta	99.29147728315742
GCA_016482085.1.fasta	GCA_030444445.1.fasta	99.1970455107084
GCA_016482085.1.fasta	GCA_031485155.1.fasta	99.37278798432739
GCA_016482085.1.fasta	GCA_002847165.1.fasta	99.31909190371991
GCA_016482085.1.fasta	GCA_016482105.1.fasta	99.96626559020044
GCA_016482085.1.fasta	GCA_002767065.1.fasta	99.23544272319609
GCA_016482085.1.fasta	GCA_002768335.1.fasta	99.33381669463087
GCA_016482085.1.fasta	GCA_903991965.1.fasta	99.18364570230608
GCA_016482085.1.fasta	GCA_036409535.1.fasta	99.30527453468697
GCA_016482085.1.fasta	GCA_027749235.1.fasta	99.18060765651438
GCA_016482085.1.fasta	GCA_903992415.1.fasta	99.27166949512092
GCA_016482085.1.fasta	GCA_035287745.1.fasta	99.28407399486741
GCA_016482085.1.fasta	GCA_036976895.1.fasta	99.95349210627647
GCA_016482085.1.fasta	GCA_016455005.1.fasta	99.30164976364418
GCA_016482085.1.fasta	GCA_036409685.1.fasta	99.06756091703058
GCA_016482085.1.fasta	GCA_014397345.1.fasta	99.95572142021068
GCA_016482085.1.fasta	GCA_903992085.1.fasta	99.30210720411664
GCA_016482085.1.fasta	GCA_016455285.1.fasta	99.22895944233207
GCA_016482085.1.fasta	GCA_002768225.1.fasta	99.36508834827144
GCA_016482085.1.fasta	GCA_004794815.1.fasta	99.01614092029581
GCA_016482085.1.fasta	GCA_016455145.1.fasta	99.9407423904974
GCA_016482085.1.fasta	GCA_002768355.1.fasta	99.24584719899666
GCA_016482085.1.fasta	GCA_016804765.1.fasta	99.39682735613012
GCA_016482085.1.fasta	GCA_003383815.1.fasta	99.22110641025641
GCA_016482085.1.fasta	GCA_016482265.1.fasta	99.96767999256228
GCA_016482085.1.fasta	GCA_003383795.1.fasta	99.27128703703704
GCA_016482085.1.fasta	GCA_036409915.1.fasta	99.11739748953975
GCA_016482085.1.fasta	GCA_031472635.1.fasta	99.90631391925989
GCA_016482085.1.fasta	GCA_013285265.1.fasta	99.39665521683125
GCA_016482085.1.fasta	GCA_016126795.1.fasta	99.43691687141687
GCA_016482085.1.fasta	GCA_016804605.1.fasta	99.22119574468084
GCA_016482085.1.fasta	GCA_031854055.1.fasta	99.24426179345517
GCA_016482085.1.fasta	GCA_009939245.1.fasta	98.73284920983319
GCA_016482085.1.fasta	GCA_034015095.1.fasta	99.3156296137339
GCA_016482085.1.fasta	GCA_002767485.1.fasta	99.94852644503212
GCA_016482085.1.fasta	GCA_002767945.1.fasta	99.22231932426865
GCA_016482085.1.fasta	GCA_903992245.1.fasta	99.1792411392405
GCA_016482085.1.fasta	GCA_016804905.1.fasta	99.24361042814752
GCA_016482085.1.fasta	GCA_002768275.1.fasta	99.25556738768718
GCA_016482085.1.fasta	GCA_014397425.1.fasta	99.16850235747964
GCA_016482085.1.fasta	GCA_036409735.1.fasta	99.28259956803456
GCA_016482085.1.fasta	GCA_003185165.1.fasta	99.84146060606061
GCA_016482085.1.fasta	GCA_034017155.1.fasta	99.29774703640982
GCA_016482085.1.fasta	GCA_004166635.1.fasta	99.21670369618197
GCA_016482085.1.fasta	GCA_032603315.1.fasta	99.38355752396832
GCA_016482085.1.fasta	GCA_036976725.1.fasta	99.90331900191939
GCA_016482085.1.fasta	GCA_027749045.1.fasta	99.21043472803348
GCA_016482085.1.fasta	GCA_036409795.1.fasta	99.9541702651515
GCA_016482085.1.fasta	GCA_003185105.1.fasta	99.92556754385966
GCA_016482085.1.fasta	GCA_002767145.1.fasta	99.96997068021892
GCA_016482085.1.fasta	GCA_031481875.1.fasta	99.34546521035598
GCA_016482085.1.fasta	GCA_030970205.1.fasta	99.28905291005292
GCA_016482085.1.fasta	GCA_903991985.1.fasta	99.25442746781115
GCA_016482085.1.fasta	GCA_016026635.1.fasta	99.41279949452401
GCA_016482085.1.fasta	GCA_903992355.1.fasta	99.19452688638334
GCA_016482085.1.fasta	GCA_031473775.1.fasta	99.27026731182795
GCA_016482085.1.fasta	GCA_036409675.1.fasta	99.27484253666954
GCA_016482085.1.fasta	GCA_004166645.1.fasta	99.82088982081586
GCA_016482085.1.fasta	GCA_903992365.1.fasta	99.3187625491052
GCA_016482085.1.fasta	GCA_032601005.1.fasta	99.4961050968829
GCA_016482085.1.fasta	GCA_030444385.1.fasta	99.31019245524297
GCA_016482085.1.fasta	GCA_003383745.1.fasta	99.4051472210437
GCA_016482085.1.fasta	GCA_016403325.1.fasta	99.95988397483345
GCA_016482085.1.fasta	GCA_032603295.1.fasta	99.353441918148
GCA_016482085.1.fasta	GCA_016805055.1.fasta	99.18651606174384
GCA_016482085.1.fasta	GCA_036977265.1.fasta	99.93321170657545
GCA_016482085.1.fasta	GCA_027749375.1.fasta	99.18359518693597
GCA_016482085.1.fasta	GCA_007050525.1.fasta	99.17908627858628
GCA_016482085.1.fasta	GCA_002366395.1.fasta	99.25477287853577
GCA_016482085.1.fasta	GCA_027749455.1.fasta	99.22591385357299
GCA_016482085.1.fasta	GCA_030971505.1.fasta	99.22449481417459
GCA_016482085.1.fasta	GCA_006382305.1.fasta	99.18437824267782
GCA_016482085.1.fasta	GCA_014353035.1.fasta	99.28949707357859
GCA_016482085.1.fasta	GCA_004166735.1.fasta	99.85173724007561
GCA_016482085.1.fasta	GCA_016805185.1.fasta	99.8454106060606
GCA_016482085.1.fasta	GCA_031854175.1.fasta	99.20072181740248
GCA_016482085.1.fasta	GCA_003185295.1.fasta	99.27407535545024
GCA_016482085.1.fasta	GCA_016481725.1.fasta	99.15119894957984
GCA_016482085.1.fasta	GCA_031239735.1.fasta	99.22296091758709
GCA_016482085.1.fasta	GCA_031852945.1.fasta	99.26343425605536
GCA_016482085.1.fasta	GCA_032603025.1.fasta	99.314013666947
GCA_016482085.1.fasta	GCA_002922625.1.fasta	99.2129501039501
GCA_016482085.1.fasta	GCA_031852765.1.fasta	99.19540891800507
GCA_016482085.1.fasta	GCA_016482225.1.fasta	99.96409903560831
GCA_016482085.1.fasta	GCA_016804725.1.fasta	99.1009383906119
GCA_016482085.1.fasta	GCA_031472835.1.fasta	99.20550329625051
GCA_016482085.1.fasta	GCA_002950775.1.fasta	99.32127152034262
GCA_016482085.1.fasta	GCA_016804435.1.fasta	99.82886752460257
GCA_016482085.1.fasta	GCA_002766945.1.fasta	99.95967532467532
GCA_016482085.1.fasta	GCA_035287285.1.fasta	99.06401264222502
GCA_016482085.1.fasta	GCA_016455045.1.fasta	99.29093004735256
GCA_016482085.1.fasta	GCA_004790795.1.fasta	94.02102777777777
GCA_016482085.1.fasta	GCA_004322625.1.fasta	99.27530889169827
GCA_016482085.1.fasta	GCA_016805005.1.fasta	99.28386009933774
GCA_016482085.1.fasta	GCA_004166355.1.fasta	99.3291108597285
GCA_016482085.1.fasta	GCA_002768095.1.fasta	99.2916405730897
GCA_016482085.1.fasta	GCA_016804585.1.fasta	99.01707637729548
GCA_016482085.1.fasta	GCA_031853845.1.fasta	99.17967016806722
GCA_016482085.1.fasta	GCA_003185465.1.fasta	99.23730187854959
GCA_016482085.1.fasta	GCA_004166775.1.fasta	99.33350680131905
GCA_016482085.1.fasta	GCA_027749015.1.fasta	99.2595888088173
GCA_016482085.1.fasta	GCA_031854125.1.fasta	99.20438775510205
GCA_016482085.1.fasta	GCF_001622965.1.fasta	99.33042247238743
GCA_016482085.1.fasta	GCA_020782885.1.fasta	99.13710926365795
GCA_016482085.1.fasta	GCA_903991935.1.fasta	99.20684902871622
GCA_016482085.1.fasta	GCA_003383985.1.fasta	99.20036960276339
GCA_016482085.1.fasta	GCA_002768155.1.fasta	99.28243970161624
GCA_016482085.1.fasta	GCA_003185425.1.fasta	99.97136226587483
GCA_016482085.1.fasta	GCA_004166345.1.fasta	99.00447598989048
GCA_016482085.1.fasta	GCA_002369795.1.fasta	98.55852783772119
GCA_016482085.1.fasta	GCF_001940385.1.fasta	99.97311023622048
GCA_016482085.1.fasta	GCA_031853645.1.fasta	99.31506771488469
GCA_016482085.1.fasta	GCA_004166595.1.fasta	99.29486950084603
GCA_016482085.1.fasta	GCA_006382295.1.fasta	99.95265483008782
GCA_016482085.1.fasta	GCA_014397375.1.fasta	99.22441763191763
GCA_016482085.1.fasta	GCA_002847205.1.fasta	99.26955903614459
GCA_016482085.1.fasta	GCA_034025355.1.fasta	99.19842374350087
GCA_016482085.1.fasta	GCA_031853865.1.fasta	99.13440233236152
GCA_016482085.1.fasta	GCA_002767885.1.fasta	99.95454358490566
GCA_016482085.1.fasta	GCA_036409575.1.fasta	99.14682142857143
GCA_016482085.1.fasta	GCA_032603455.1.fasta	99.25297940311056
GCA_016482085.1.fasta	GCA_031853905.1.fasta	99.32354600959442
GCA_016482085.1.fasta	GCA_031854065.1.fasta	99.1840904661017
GCA_016482085.1.fasta	GCA_035287685.1.fasta	99.26484732180515
GCA_016482085.1.fasta	GCA_032601105.1.fasta	99.19862790697674
GCA_016482085.1.fasta	GCA_016804805.1.fasta	99.2151870004207
GCA_016482085.1.fasta	GCA_031853885.1.fasta	99.2412130025663
GCA_016482085.1.fasta	GCA_903992305.1.fasta	99.27302104591837
GCA_016482085.1.fasta	GCA_012275775.1.fasta	99.18447724399493
GCA_016482085.1.fasta	GCA_014397505.1.fasta	99.34163123644252
GCA_016482085.1.fasta	GCA_034042035.1.fasta	99.16033150105709
GCA_016482085.1.fasta	GCA_036976745.1.fasta	99.91699768160743
GCA_016482085.1.fasta	GCA_031853045.1.fasta	99.19939537307212
GCA_016482085.1.fasta	GCA_036409745.1.fasta	99.28179724494188
